試合日,チーム,相手チーム,得セット,失セット,勝敗,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,総得点,被アタック打数,被アタック得点,被アタック失点,被アタック決定率,被ブロック得点,被ブロックセット平均,被サーブ効果率,被サーブレシーブ成功率
2021-01-23,ジェイテクトSTINGS,ウルフドッグス名古屋,0,3,0,14,,西田有志,3,■,■,■,nan,nan,25,9,2,36.0,28.0,3.00,11,5,2,45.5,2,0.67,8,0,5,0,-15.6,0,0,0,-,11,,,,,,,,
2021-01-23,ジェイテクトSTINGS,ウルフドッグス名古屋,0,3,0,16,,久保山尚,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,10,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2021-01-23,ジェイテクトSTINGS,ウルフドッグス名古屋,0,3,0,17,L,本間隆太,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,7,4,2,71.4,0,,,,,,,,
2021-01-23,ジェイテクトSTINGS,ウルフドッグス名古屋,0,3,0,19,,浅野博亮,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-23,ジェイテクトSTINGS,ウルフドッグス名古屋,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,80,34,7,42.5,33.8,11.33,17,9,2,52.9,3,1.00,55,0,9,11,0.9,63,27,12,52.4,37,82,50,5,61.0,4,1.33,8.9,60.9
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,1,,松本慶彦,4,■,■,■,■,nan,9,5,1,55.6,44.4,1.25,0,0,0,-,1,0.25,13,0,0,5,9.6,0,0,0,-,6,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,2,,樋口裕希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,4,,高野直哉,4,■,■,■,■,nan,14,9,0,64.3,64.3,2.25,3,2,0,66.7,0,-,15,0,2,6,6.7,31,13,6,51.6,9,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,5,,堀江友裕,1,nan,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0,0,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,6,,山崎貴矢,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,2,0,-25.0,0,0,0,-,0,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,7,,出耒田敬,4,■,■,■,■,nan,8,4,1,50.0,37.5,1.00,0,0,0,-,1,0.25,11,0,1,2,2.3,0,0,0,-,5,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,8,,佐川翔,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,0,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,10,,千々木駿介,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,11,,関田誠大,4,■,■,■,■,nan,2,2,0,100.0,100.0,0.50,0,0,0,-,1,0.25,12,0,2,3,2.1,0,0,0,-,3,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,14,,山口頌平,3,□,nan,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,0,1,8.3,0,0,0,-,0,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,20,L,山本智大,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,19,13,3,76.3,0,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,21,,竹元裕太郎,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,23,,鵜野幸也,4,■,■,■,■,nan,37,21,1,56.8,54.1,5.25,8,5,0,62.5,1,0.25,17,0,2,6,5.9,15,7,5,63.3,22,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,24,,ジョンウェント,4,■,■,■,■,nan,28,18,1,64.3,60.7,4.50,13,9,1,69.2,0,-,20,4,2,8,27.5,0,0,0,-,22,,,,,,,,
2021-01-23,堺ブレイザーズ,大分三好ヴァイセアドラー,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,98,59,4,60.2,56.1,14.75,24,16,1,66.7,4,1.00,94,4,12,31,9.3,66,33,14,60.6,67,106,56,7,52.8,9,2.25,2.6,51.2
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,1,,バグナスブライアン,4,■,■,■,■,nan,37,22,0,59.5,59.5,5.50,9,6,0,66.7,2,0.50,17,0,3,5,2.9,28,9,7,44.6,24,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,4,,勝将哉,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,5,,大西基之,3,■,■,■,nan,nan,7,2,1,28.6,14.3,0.67,0,0,0,-,1,0.33,6,0,0,0,0.0,0,0,0,-,3,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,7,L,松尾敬介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,8,,川口喬,1,nan,nan,nan,■,nan,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,3,0,2,0,-16.7,0,0,0,-,1,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,9,,林一壽,4,■,■,■,■,nan,6,6,0,100.0,100.0,1.50,0,0,0,-,2,0.50,7,0,2,1,-3.6,0,0,0,-,8,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,10,,山田滉太,4,■,■,■,■,nan,21,9,2,42.9,33.3,2.25,8,4,1,50.0,2,0.50,15,2,4,5,15.0,35,18,5,58.6,13,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,11,,ストックトンカーティス,4,■,■,■,■,nan,33,16,4,48.5,36.4,4.00,15,6,2,40.0,2,0.50,14,0,4,3,-1.8,0,0,0,-,18,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,13,L,久保田雅人,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,16,6,4,50.0,0,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,15,,高松卓矢,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,3,0,2,0,-16.7,0,0,0,-,0,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,18,,古賀健太,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,21,,井口直紀,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,14,0,0,2,3.6,1,0,0,0.0,0,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,22,,藤岡諒馬,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,24,,米田亘希,4,□,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,1,3,8.3,0,0,0,-,0,,,,,,,,
2021-01-23,大分三好ヴァイセアドラー,堺ブレイザーズ,1,3,0,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,106,56,7,52.8,46.2,14.00,32,16,3,50.0,9,2.25,85,2,18,19,2.6,80,33,16,51.2,67,98,59,4,60.2,4,1.00,9.3,60.6
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,1,,富松崇彰,3,□,■,■,nan,nan,5,3,0,60.0,60.0,1.00,0,0,0,-,1,0.33,5,0,1,0,-5.0,0,0,0,-,4,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,2,,高橋健太郎,1,■,nan,nan,nan,nan,1,1,0,100.0,100.0,1.00,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,1,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,3,L,山口拓海,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,26,7,14,53.8,0,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,4,,パダルクリスティアン,3,■,■,■,nan,nan,32,15,4,46.9,34.4,5.00,10,5,0,50.0,0,-,11,1,6,3,2.3,0,0,0,-,16,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,5,,米山裕太,2,nan,□,■,nan,nan,11,4,0,36.4,36.4,2.00,0,0,0,-,0,-,5,0,2,0,-10.0,6,1,4,50.0,4,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,6,,落合一貴,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,7,,峯村雄大,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,1,1,0.0,0,0,0,-,0,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,9,,富田将馬,3,■,■,■,nan,nan,14,7,1,50.0,42.9,2.33,3,1,0,33.3,0,-,14,2,3,5,17.9,21,11,7,69.0,9,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,10,,星野秀知,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,14,,酒井啓輔,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,15,,李博,3,■,■,■,nan,nan,9,6,0,66.7,66.7,2.00,0,0,0,-,2,0.67,7,0,0,3,10.7,1,0,1,50.0,8,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,17,,小澤宙輝,2,■,■,nan,nan,nan,13,4,0,30.8,30.8,2.00,3,1,0,33.3,2,1.00,5,0,0,4,20.0,2,1,1,75.0,6,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,18,,鈴木悠二,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,21,,藤井直伸,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,12,0,2,2,0.0,1,0,0,0.0,1,,,,,,,,
2021-01-24,東レアローズ,サントリーサンバーズ,0,3,0,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,86,41,5,47.7,41.9,13.67,16,7,0,43.8,5,1.67,67,3,16,18,5.2,57,20,27,58.8,49,74,41,1,55.4,9,3.00,0.7,46.0
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,1,L,鶴田大樹,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,20,6,9,52.5,0,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,3,,小野遥輝,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,6,,季道帥,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,8,,柳田将洋,3,■,■,■,nan,nan,18,11,0,61.1,61.1,3.67,8,5,0,62.5,0,-,12,2,4,3,14.6,7,2,1,35.7,13,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,9,,大宅真樹,3,■,■,■,nan,nan,2,1,0,50.0,50.0,0.33,0,0,0,-,1,0.33,13,0,3,1,-3.8,0,0,0,-,2,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,10,,藤中謙也,3,■,■,■,nan,nan,10,8,0,80.0,80.0,2.67,1,1,0,100.0,3,1.00,12,0,1,1,0.0,22,5,8,40.9,11,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,11,,秦耕介,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,12,,塩田達也,3,■,■,■,nan,nan,8,5,0,62.5,62.5,1.67,0,0,0,-,2,0.67,12,0,3,1,-4.2,1,1,0,100.0,7,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,13,,ムセルスキードミトリー,3,■,■,■,nan,nan,30,14,1,46.7,43.3,4.67,9,3,0,33.3,2,0.67,10,0,4,2,-5.0,0,0,0,-,16,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,14,,加藤久典,3,■,■,■,nan,nan,6,2,0,33.3,33.3,0.67,0,0,0,-,1,0.33,12,0,0,2,4.2,0,0,0,-,3,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,15,,喜入祥充,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,19,,栗山雅史,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,20,,西田寛基,2,□,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,1,0,-12.5,0,0,0,-,0,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,21,,佐藤謙次,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,0,,,,,,,,
2021-01-24,サントリーサンバーズ,東レアローズ,3,0,1,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,74,41,1,55.4,54.1,13.67,18,9,0,50.0,9,3.00,75,2,16,10,0.7,50,14,18,46.0,52,86,41,5,47.7,5,1.67,5.2,58.8
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,3,,池田颯太,2,nan,□,nan,□,nan,9,3,1,33.3,22.2,1.50,2,0,1,0.0,1,0.50,2,0,0,0,0.0,0,0,0,-,4,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,4,,中村竜輔,2,nan,nan,nan,□,■,2,0,0,0.0,0.0,-,0,0,0,-,1,0.50,6,0,1,1,0.0,1,0,0,0.0,1,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,5,,笠利真吾,5,■,■,□,■,■,24,8,2,33.3,25.0,1.60,0,0,0,-,0,-,14,0,1,3,3.6,26,7,7,40.4,8,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,6,,伊藤樹,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,7,,戸嵜嵩大,5,■,■,■,■,■,33,12,2,36.4,30.3,2.40,3,2,1,66.7,2,0.40,15,0,5,2,-5.0,29,14,5,56.9,14,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,8,,河東祐大,5,■,■,■,■,■,0,0,0,,,-,0,0,0,-,0,-,13,0,0,6,11.5,0,0,0,-,0,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,9,,池田幸太,2,nan,□,■,nan,nan,9,2,0,22.2,22.2,1.00,2,1,0,50.0,2,1.00,3,0,2,0,-16.7,9,6,0,66.7,4,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,10,,ヌルムルキリヴァン,5,■,■,■,■,■,55,20,6,36.4,25.5,4.00,27,10,3,37.0,4,0.80,17,3,3,7,23.5,0,0,0,-,27,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,12,L,山本憲吾,5,〇,〇,〇,〇,〇,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,24,13,4,62.5,0,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,13,,椿芽久,2,nan,□,nan,□,nan,1,1,0,100.0,100.0,0.50,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,1,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,14,,矢貫龍馬,5,■,■,■,■,■,9,5,0,55.6,55.6,1.00,0,0,0,-,3,0.60,20,0,0,4,5.0,1,1,0,100.0,8,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,15,,波佐間泰平,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,16,,森崎健史,4,■,■,■,■,nan,11,5,2,45.5,27.3,1.25,0,0,0,-,0,-,12,0,0,6,12.5,4,1,1,37.5,5,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,21,L,高澤和貴,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,VC長野トライデンツ,FC東京,3,2,1,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,153,56,13,36.6,28.1,11.20,34,13,5,38.2,13,2.60,103,3,12,29,7.0,94,42,17,53.7,72,148,70,9,47.3,13,2.60,7.0,56.7
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,1,,迫田郭志,1,nan,□,nan,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,2,0,2,50.0,0,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,2,,玉宅健太郎,2,□,nan,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,1,0,-25.0,0,0,0,-,0,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,3,,橘裕也,4,□,nan,□,□,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,4,1,56.2,0,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,4,,山田要平,5,■,■,■,■,■,9,7,0,77.8,77.8,1.40,0,0,0,-,2,0.40,25,1,3,6,7.0,1,0,0,0.0,10,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,8,,栗山英之,5,■,■,■,■,■,14,7,2,50.0,35.7,1.40,0,0,0,-,7,1.40,15,0,0,4,6.7,0,0,0,-,14,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,9,,手塚大,1,nan,nan,nan,nan,□,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,10,L,古賀太一郎,5,●,●,●,●,●,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,27,10,7,50.0,0,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,12,,小田嶋大貴,3,□,nan,nan,□,□,0,0,0,,,-,0,0,0,-,0,-,4,0,1,1,0.0,0,0,0,-,0,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,14,,長友優磨,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,16,,手原紳,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,19,,佐藤望実,5,■,■,■,■,■,35,17,2,48.6,42.9,3.40,3,1,1,33.3,1,0.20,18,1,5,6,6.9,19,12,2,68.4,19,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,20,,プレモビッチピーター,5,■,■,■,■,■,47,19,4,40.4,31.9,3.80,17,5,3,29.4,2,0.40,16,0,3,7,6.2,0,0,0,-,21,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,21,,平田亮介,5,■,■,■,■,■,8,2,0,25.0,25.0,0.40,0,0,0,-,0,-,20,0,4,2,-2.5,0,0,0,-,2,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,26,,黒田彪斗,5,■,■,■,■,■,34,18,1,52.9,50.0,3.60,1,0,0,0.0,1,0.20,19,3,5,9,21.1,32,15,7,57.8,22,,,,,,,,
2021-01-24,FC東京,VC長野トライデンツ,2,3,0,チーム合計,チーム合計,チーム合計,5,nan,nan,nan,nan,nan,148,70,9,47.3,41.2,14.00,21,6,4,28.6,13,2.60,118,5,22,35,7.0,89,41,19,56.7,88,153,56,13,36.6,13,2.60,7.0,53.7
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,1,,清水邦広,2,■,■,nan,nan,nan,14,5,2,35.7,21.4,2.50,8,2,1,25.0,0,-,7,0,0,5,17.9,0,0,0,-,5,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,2,,深津英臣,4,■,■,■,■,nan,1,1,0,100.0,100.0,0.25,0,0,0,-,0,-,16,2,2,6,18.8,0,0,0,-,3,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,4,,大竹壱青,3,nan,□,■,■,nan,23,10,3,43.5,30.4,3.33,7,2,1,28.6,0,-,9,1,1,3,16.7,1,1,0,100.0,11,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,6,,白澤健児,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,7,,久原翼,4,■,■,■,■,nan,26,16,2,61.5,53.8,4.00,5,3,0,60.0,1,0.25,15,1,2,4,10.0,22,9,6,54.5,18,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,8,,仲本賢優,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,9,,今村貴彦,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,10,,山内晶大,4,■,■,■,■,nan,15,9,0,60.0,60.0,2.25,0,0,0,-,1,0.25,11,1,0,4,18.2,2,2,0,100.0,11,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,13,,クビアクミハウ,4,■,■,■,■,nan,27,13,3,48.1,37.0,3.25,5,3,0,60.0,1,0.25,19,0,5,6,1.3,26,11,7,55.8,14,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,16,L,伊賀亮平,4,〇,〇,〇,〇,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,17,L,永野健,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,25,14,5,66.0,0,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,20,,新貴裕,2,nan,□,nan,□,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,2,1,-6.2,0,0,0,-,0,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,21,,兒玉康成,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,22,,小宮雄一郎,4,■,■,■,■,nan,8,5,1,62.5,50.0,1.25,0,0,0,-,3,0.75,13,1,1,3,11.5,1,0,0,0.0,9,,,,,,,,
2021-01-24,パナソニックパンサーズ,JTサンダーズ広島,3,1,1,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,114,59,11,51.8,42.1,14.75,25,10,2,40.0,6,1.50,94,6,13,32,11.4,77,37,18,59.7,71,106,56,8,52.8,9,2.25,5.1,51.2
2021-01-24,JTサンダーズ広島,パナソニックパンサーズ,1,3,0,1,,安永拓弥,4,■,■,■,■,nan,10,4,0,40.0,40.0,1.00,0,0,0,-,0,-,8,0,1,0,-3.1,0,0,0,-,4,,,,,,,,
2021-01-24,JTサンダーズ広島,パナソニックパンサーズ,1,3,0,2,,小野寺太志,4,■,■,■,■,nan,7,6,0,85.7,85.7,1.50,0,0,0,-,6,1.50,15,2,2,2,13.3,2,1,0,50.0,14,,,,,,,,
2021-01-24,JTサンダーズ広島,パナソニックパンサーズ,1,3,0,3,,深津旭弘,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,1,0.25,16,0,2,2,0.0,0,0,0,-,1,,,,,,,,
2021-01-24,JTサンダーズ広島,パナソニックパンサーズ,1,3,0,4,,中島健太,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,JTサンダーズ広島,パナソニックパンサーズ,1,3,0,5,,井上慎一朗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,0,,,,,,,,
2021-01-24,JTサンダーズ広島,パナソニックパンサーズ,1,3,0,6,,エドガートーマス,4,■,■,■,■,nan,45,26,3,57.8,51.1,6.50,15,10,2,66.7,1,0.25,15,0,6,4,-3.3,0,0,0,-,27,,,,,,,,
