試合日,チーム,背番号,リベロ,名前,出場数,1,2,3,4,5,アタック打数,アタック得点,アタック失点,アタック決定率,アタック効果率,アタックセット平均,バックアタック打数,バックアタック得点,バックアタック失点,バックアタック決定率,ブロック得点,ブロックセット平均,サーブ打数,サーブ得点,サーブ失点,サーブ効果,サーブ効果率,受数,サーブレシーブ成功・優,サーブレシーブ成功・良,サーブレシーブ成功率,相手アタック打数,相手アタック得点,相手アタック失点,相手アタック決定率,相手ブロック得点,相手ブロックセット平均,相手サーブ効果率,相手サーブレシーブ成功率
2020-12-04,NECレッドロケッツ,6,,上野香織,3,■,■,■,nan,nan,12,7,0,58.3,58.3,2.33,0,0,0,-,1,0.33,14,0,2,2,0.0,1,1,0,100.0,,,,,,,,
2020-12-04,NECレッドロケッツ,8,,野嶋華澄,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-04,NECレッドロケッツ,9,,廣瀬七海,2,□,□,nan,nan,nan,4,1,1,25.0,0.0,0.50,0,0,0,-,1,0.50,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-04,NECレッドロケッツ,10,,澤田由佳,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,9,0,1,4,8.3,0,0,0,-,,,,,,,,
2020-12-04,NECレッドロケッツ,11,,古谷ちなみ,2,■,■,nan,nan,nan,15,4,1,26.7,20.0,2.00,0,0,0,-,1,0.50,9,0,2,0,-5.6,26,7,11,48.1,,,,,,,,
2020-12-04,NECレッドロケッツ,12,,山内美咲,1,nan,nan,□,nan,nan,4,1,0,25.0,25.0,1.00,0,0,0,-,0,-,2,0,0,2,25.0,1,0,0,0.0,,,,,,,,
2020-12-04,NECレッドロケッツ,13,,山田二千華,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-04,NECレッドロケッツ,15,,吉田あゆみ,1,nan,nan,■,nan,nan,8,4,0,50.0,50.0,4.00,0,0,0,-,0,-,2,0,0,0,0.0,12,3,3,37.5,,,,,,,,
2020-12-04,NECレッドロケッツ,16,L,小島満菜美,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,15,9,2,66.7,,,,,,,,
2020-12-04,NECレッドロケッツ,23,,オズソイネリマン,3,■,■,■,nan,nan,28,11,1,39.3,35.7,3.67,6,2,0,33.3,4,1.33,7,0,0,2,7.1,0,0,0,-,,,,,,,,
2020-12-04,NECレッドロケッツ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,116,49,3,42.2,39.7,16.33,12,4,0,33.3,8,2.67,76,2,8,21,6.9,62,25,16,53.2,124,45,10,36.3,7,2.33,9.0,55.2
2020-12-04,ヴィクトリーナ姫路,1,,貞包里穂,3,■,■,■,nan,nan,37,12,3,32.4,24.3,4.00,6,1,3,16.7,0,-,15,2,1,5,20.0,14,2,4,28.6,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,2,,櫻井美樹,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,4,L,花井萌里,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,12,7,2,66.7,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,5,,長野有紗,3,■,■,■,nan,nan,12,4,1,33.3,25.0,1.33,0,0,0,-,2,0.67,10,0,2,3,2.5,0,0,0,-,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,6,,金杉由香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,7,,堀込奈央,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,8,,宮地佳乃,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,9,,吉岡可奈,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,11,,荒谷栞,3,■,■,■,nan,nan,10,3,1,30.0,20.0,1.00,0,0,0,-,3,1.00,10,0,0,5,12.5,0,0,0,-,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,12,,孫田菜奈,1,nan,□,nan,nan,nan,3,1,1,33.3,0.0,1.00,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,13,,田中咲希,3,□,■,■,nan,nan,25,11,1,44.0,40.0,3.67,0,0,0,-,1,0.33,8,0,0,3,9.4,13,7,3,65.4,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,14,,佐々木千紘,2,□,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,1,12.5,0,0,0,-,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,15,,松本愛希穂,3,■,■,■,nan,nan,30,12,3,40.0,30.0,4.00,2,0,1,0.0,1,0.33,11,0,2,3,2.3,28,12,9,58.9,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,20,,マルティニュークアリョーナ,2,■,nan,□,nan,nan,6,1,0,16.7,16.7,0.50,1,0,0,0.0,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-12-04,ヴィクトリーナ姫路,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,124,45,10,36.3,28.2,15.00,9,1,4,11.1,7,2.33,67,2,5,21,9.0,67,28,18,55.2,116,49,3,42.2,8,2.67,6.9,53.2
2020-12-05,東レアローズ,1,,井上奈々朱,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,東レアローズ,2,,大野果歩,3,■,■,■,nan,nan,10,4,0,40.0,40.0,1.33,0,0,0,-,1,0.33,8,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-12-05,東レアローズ,3,,伊藤望,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,東レアローズ,4,,白井美沙紀,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,2,10.0,0,0,0,-,,,,,,,,
2020-12-05,東レアローズ,5,,中田紫乃,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,0,0,2,8.3,0,0,0,-,,,,,,,,
2020-12-05,東レアローズ,6,L,中島未来,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,東レアローズ,7,,クランヤナ,3,■,■,■,nan,nan,34,15,2,44.1,38.2,5.00,3,1,0,33.3,2,0.67,10,1,3,2,7.5,0,0,0,-,,,,,,,,
2020-12-05,東レアローズ,8,,小川愛里奈,3,■,■,■,nan,nan,13,8,0,61.5,61.5,2.67,0,0,0,-,1,0.33,10,0,2,3,2.5,0,0,0,-,,,,,,,,
2020-12-05,東レアローズ,9,,黒後愛,3,■,■,■,nan,nan,22,11,0,50.0,50.0,3.67,1,1,0,100.0,1,0.33,7,0,2,3,3.6,21,8,9,59.5,,,,,,,,
2020-12-05,東レアローズ,10,,関菜々巳,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,1,2,3.6,0,0,0,-,,,,,,,,
2020-12-05,東レアローズ,11,L,水杉玲奈,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,3,2,40.0,,,,,,,,
2020-12-05,東レアローズ,12,,石川真佑,3,■,■,■,nan,nan,21,6,1,28.6,23.8,2.00,7,1,1,14.3,1,0.33,20,1,3,1,2.5,9,5,4,77.8,,,,,,,,
2020-12-05,東レアローズ,13,,野呂加南子,3,□,□,□,nan,nan,13,4,1,30.8,23.1,1.33,0,0,0,-,0,-,0,0,0,0,-,5,1,1,30.0,,,,,,,,
2020-12-05,東レアローズ,14,,大崎琴未,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,東レアローズ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,113,48,4,42.5,38.9,16.00,11,3,1,27.3,6,2.00,73,2,12,16,4.1,45,17,16,55.6,100,32,4,32.0,4,1.33,4.7,54.9
2020-12-05,PFUブルーキャッツ,1,,有田妃奈乃,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,PFUブルーキャッツ,3,,森田茉莉,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,1,0,0,0.0,,,,,,,,
2020-12-05,PFUブルーキャッツ,4,,ジャラットハタイラット,3,□,■,■,nan,nan,0,0,0,,,-,0,0,0,-,2,0.67,6,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-12-05,PFUブルーキャッツ,6,,村上華澄,3,■,■,□,nan,nan,8,3,0,37.5,37.5,1.00,0,0,0,-,1,0.33,6,1,0,2,25.0,0,0,0,-,,,,,,,,
2020-12-05,PFUブルーキャッツ,7,,合屋咲希,2,□,nan,□,nan,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-12-05,PFUブルーキャッツ,8,,高相みな実,3,■,■,■,nan,nan,16,6,0,37.5,37.5,2.00,2,1,0,50.0,0,-,12,0,2,2,0.0,23,9,5,50.0,,,,,,,,
2020-12-05,PFUブルーキャッツ,9,,山下遥香,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,7,0,4,1,-10.7,1,0,0,0.0,,,,,,,,
2020-12-05,PFUブルーキャッツ,10,,綿引菜都美,2,■,nan,■,nan,nan,3,2,0,66.7,66.7,1.00,0,0,0,-,1,0.50,5,0,1,0,-5.0,0,0,0,-,,,,,,,,
2020-12-05,PFUブルーキャッツ,11,,堀口あやか,3,■,■,■,nan,nan,24,6,1,25.0,20.8,2.00,1,0,0,0.0,0,-,10,0,2,3,2.5,0,0,0,-,,,,,,,,
2020-12-05,PFUブルーキャッツ,13,,津賀菜緒,1,nan,□,nan,nan,nan,3,0,1,0.0,-33.3,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,PFUブルーキャッツ,14,,島畑奈緒子,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,,,,,,,,
2020-12-05,PFUブルーキャッツ,15,,石川真奈,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,1,1,0,37.5,2,1,0,50.0,,,,,,,,
2020-12-05,PFUブルーキャッツ,18,,アコスタロスランディ,3,■,■,■,nan,nan,45,15,2,33.3,28.9,5.00,9,2,1,22.2,0,-,9,1,1,1,11.1,17,6,7,55.9,,,,,,,,
2020-12-05,PFUブルーキャッツ,33,L,和才奈々美,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,17,8,7,67.6,,,,,,,,
2020-12-05,PFUブルーキャッツ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,100,32,4,32.0,28.0,10.67,12,3,1,25.0,4,1.33,59,3,12,11,4.7,61,24,19,54.9,113,48,4,42.5,6,2.00,4.1,55.6
2020-12-05,NECレッドロケッツ,1,,島村春世,4,■,■,■,■,nan,12,6,0,50.0,50.0,1.50,0,0,0,-,6,1.50,10,1,1,2,12.5,2,0,1,25.0,,,,,,,,
2020-12-05,NECレッドロケッツ,2,,古賀紗理那,4,■,■,■,■,nan,33,11,1,33.3,30.3,2.75,7,1,0,14.3,1,0.25,20,1,1,7,12.5,11,4,3,50.0,,,,,,,,
2020-12-05,NECレッドロケッツ,3,,塚田しおり,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-12-05,NECレッドロケッツ,5,,曽我啓菜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,NECレッドロケッツ,6,,上野香織,1,■,nan,nan,nan,nan,5,2,0,40.0,40.0,2.00,0,0,0,-,0,-,3,0,1,0,-8.3,2,2,0,100.0,,,,,,,,
2020-12-05,NECレッドロケッツ,8,,野嶋華澄,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-12-05,NECレッドロケッツ,9,,廣瀬七海,1,□,nan,nan,nan,nan,2,1,0,50.0,50.0,1.00,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,NECレッドロケッツ,10,,澤田由佳,4,■,■,■,■,nan,0,0,0,,,-,0,0,0,-,0,-,16,1,0,6,15.6,1,0,0,0.0,,,,,,,,
2020-12-05,NECレッドロケッツ,11,,古谷ちなみ,1,■,nan,nan,nan,nan,6,2,0,33.3,33.3,2.00,1,0,0,0.0,0,-,2,0,1,0,-12.5,5,0,4,40.0,,,,,,,,
2020-12-05,NECレッドロケッツ,12,,山内美咲,3,nan,■,■,■,nan,22,5,2,22.7,13.6,1.67,2,0,1,0.0,1,0.33,13,2,0,2,19.2,19,8,5,55.3,,,,,,,,
2020-12-05,NECレッドロケッツ,13,,山田二千華,3,nan,■,■,■,nan,11,7,0,63.6,63.6,2.33,0,0,0,-,6,2.00,9,0,2,2,0.0,0,0,0,-,,,,,,,,
2020-12-05,NECレッドロケッツ,15,,吉田あゆみ,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,3,0,0,0.0,,,,,,,,
2020-12-05,NECレッドロケッツ,16,L,小島満菜美,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,28,10,11,55.4,,,,,,,,
2020-12-05,NECレッドロケッツ,23,,オズソイネリマン,4,■,■,■,■,nan,49,19,1,38.8,36.7,4.75,6,3,0,50.0,0,-,15,1,1,7,16.7,0,0,0,-,,,,,,,,
2020-12-05,NECレッドロケッツ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,140,53,4,37.9,35.0,13.25,16,4,1,25.0,14,3.50,90,6,7,26,11.9,71,24,24,50.7,154,55,13,35.7,4,1.00,8.9,51.2
2020-12-05,デンソーエアリービーズ,1,,中元南,4,■,■,■,■,nan,30,11,3,36.7,26.7,2.75,1,0,0,0.0,0,-,9,0,1,4,8.3,48,23,9,57.3,,,,,,,,
2020-12-05,デンソーエアリービーズ,5,,大竹里歩,1,nan,nan,nan,□,nan,1,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,6,,田代佳奈美,4,■,■,■,■,nan,3,3,0,100.0,100.0,0.75,0,0,0,-,0,-,11,0,1,2,2.3,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,10,,森谷史佳,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,11,L,井上琴絵,4,●,●,●,●,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,10,3,2,40.0,,,,,,,,
2020-12-05,デンソーエアリービーズ,13,,奥村麻依,4,■,■,■,■,nan,13,4,1,30.8,23.1,1.00,0,0,0,-,0,-,12,0,0,1,2.1,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,14,,松井珠己,3,nan,□,□,□,nan,0,0,0,,,-,0,0,0,-,0,-,5,0,0,3,15.0,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,15,,鍋谷友理枝,3,■,■,■,nan,nan,28,8,2,28.6,21.4,2.67,3,1,0,33.3,1,0.33,11,2,0,4,27.3,8,0,4,25.0,,,,,,,,
2020-12-05,デンソーエアリービーズ,16,,横田真未,4,■,■,■,■,nan,17,8,1,47.1,41.2,2.00,0,0,0,-,1,0.25,10,0,2,1,-2.5,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,19,,福留慧美,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,20,,東谷玲衣奈,3,nan,□,□,□,nan,7,3,1,42.9,28.6,1.00,0,0,0,-,1,0.33,0,0,0,0,-,3,1,0,33.3,,,,,,,,
2020-12-05,デンソーエアリービーズ,21,,工藤嶺,4,■,■,■,■,nan,36,10,3,27.8,19.4,2.50,11,4,2,36.4,1,0.25,13,1,0,4,15.4,12,5,4,58.3,,,,,,,,
2020-12-05,デンソーエアリービーズ,22,,プラマーキャサリン,2,nan,nan,□,■,nan,19,8,2,42.1,31.6,4.00,6,3,0,50.0,0,-,4,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,24,,兵頭由希,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,デンソーエアリービーズ,チーム合計,チーム合計,チーム合計,4,nan,nan,nan,nan,nan,154,55,13,35.7,27.3,13.75,21,8,2,38.1,4,1.00,76,3,5,20,8.9,81,32,19,51.2,140,53,4,37.9,14,3.50,11.9,50.7
2020-12-05,久光スプリングス,1,,長岡望悠,2,nan,□,□,nan,nan,8,5,0,62.5,62.5,2.50,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,久光スプリングス,2,,井上美咲,3,■,■,■,nan,nan,1,1,0,100.0,100.0,0.33,0,0,0,-,0,-,13,1,1,2,9.6,0,0,0,-,,,,,,,,
2020-12-05,久光スプリングス,4,,岩坂名奈,3,■,■,■,nan,nan,9,6,0,66.7,66.7,2.00,0,0,0,-,0,-,13,0,1,2,1.9,0,0,0,-,,,,,,,,
2020-12-05,久光スプリングス,5,,井上愛里沙,3,■,■,■,nan,nan,36,12,0,33.3,33.3,4.00,4,1,0,25.0,1,0.33,8,0,2,0,-6.2,9,4,1,50.0,,,,,,,,
2020-12-05,久光スプリングス,6,,石井優希,3,■,■,■,nan,nan,24,7,2,29.2,20.8,2.33,2,0,0,0.0,0,-,11,0,2,4,4.5,33,15,7,56.1,,,,,,,,
2020-12-05,久光スプリングス,7,,加藤光,1,□,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,1,0,0,1,25.0,0,0,0,-,,,,,,,,
2020-12-05,久光スプリングス,8,,野本梨佳,3,■,■,■,nan,nan,28,9,1,32.1,28.6,3.00,0,0,0,-,3,1.00,8,0,1,1,0.0,17,13,0,76.5,,,,,,,,
2020-12-05,久光スプリングス,10,,座安琴希,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,2,1,1,75.0,,,,,,,,
2020-12-05,久光スプリングス,11,,栄絵里香,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-12-05,久光スプリングス,12,,今村優香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,久光スプリングス,14,,中川美柚,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,久光スプリングス,16,,アキンラデウォフォルケ,3,■,■,■,nan,nan,13,7,1,53.8,46.2,2.33,0,0,0,-,2,0.67,14,2,2,3,16.1,0,0,0,-,,,,,,,,
2020-12-05,久光スプリングス,17,,濱松明日香,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,久光スプリングス,18,L,戸江真奈,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,8,6,0,75.0,,,,,,,,
2020-12-05,久光スプリングス,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,119,47,4,39.5,36.1,15.67,6,1,0,16.7,6,2.00,72,3,9,13,5.6,69,39,9,63.0,122,58,7,47.5,3,1.00,7.2,74.2
2020-12-05,JTマーヴェラス,1,,芥川愛加,3,■,■,■,nan,nan,8,5,0,62.5,62.5,1.67,0,0,0,-,0,-,5,0,1,2,5.0,0,0,0,-,,,,,,,,
2020-12-05,JTマーヴェラス,2,,林琴奈,3,■,■,■,nan,nan,26,8,3,30.8,19.2,2.67,1,0,1,0.0,2,0.67,11,0,0,4,9.1,17,11,1,67.6,,,,,,,,
2020-12-05,JTマーヴェラス,4,,橘井友香,3,□,□,□,nan,nan,11,7,0,63.6,63.6,2.33,0,0,0,-,0,-,6,1,0,2,25.0,0,0,0,-,,,,,,,,
2020-12-05,JTマーヴェラス,5,,柴田真果,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,0,0,0,-,,,,,,,,
2020-12-05,JTマーヴェラス,6,,田中瑞稀,3,■,■,■,nan,nan,26,9,2,34.6,26.9,3.00,3,1,0,33.3,1,0.33,12,0,1,3,4.2,30,21,1,71.7,,,,,,,,
2020-12-05,JTマーヴェラス,8,,籾井あき,3,■,■,■,nan,nan,4,3,0,75.0,75.0,1.00,0,0,0,-,0,-,8,0,2,2,0.0,0,0,0,-,,,,,,,,
2020-12-05,JTマーヴェラス,9,,榊原菜那,3,■,■,■,nan,nan,5,3,0,60.0,60.0,1.00,0,0,0,-,0,-,15,0,1,2,1.7,0,0,0,-,,,,,,,,
2020-12-05,JTマーヴェラス,10,,ドルーズアンドレア,3,■,■,■,nan,nan,42,23,2,54.8,50.0,7.67,12,7,0,58.3,0,-,11,1,1,3,13.6,0,0,0,-,,,,,,,,
2020-12-05,JTマーヴェラス,11,,目黒優佳,3,□,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,4,0,0,1,6.2,6,6,0,100.0,,,,,,,,
2020-12-05,JTマーヴェラス,13,,西川有喜,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,JTマーヴェラス,14,,ヒックマンジャスティス,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,JTマーヴェラス,15,L,小幡真子,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,7,0,77.8,,,,,,,,
2020-12-05,JTマーヴェラス,16,,和田由紀子,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,JTマーヴェラス,18,,橋本梨紗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,JTマーヴェラス,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,122,58,7,47.5,41.8,19.33,16,8,1,50.0,3,1.00,76,2,6,20,7.2,62,45,2,74.2,119,47,4,39.5,6,2.00,5.6,63.0
2020-12-05,日立リヴァーレ,1,,上坂瑠子,3,■,■,■,nan,nan,29,9,3,31.0,20.7,3.00,2,0,1,0.0,2,0.67,9,1,0,1,13.9,24,8,10,54.2,,,,,,,,
2020-12-05,日立リヴァーレ,2,,小野寺友香,3,■,■,■,nan,nan,0,0,0,,,-,0,0,0,-,0,-,11,1,0,1,11.4,0,0,0,-,,,,,,,,
2020-12-05,日立リヴァーレ,3,,堀井有蘭,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,日立リヴァーレ,4,,窪田美侑,1,nan,□,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,2,0,0,0,0.0,0,0,0,-,,,,,,,,
2020-12-05,日立リヴァーレ,5,,タップハンナ,3,■,■,■,nan,nan,17,6,1,35.3,29.4,2.00,0,0,0,-,5,1.67,8,0,1,1,0.0,0,0,0,-,,,,,,,,
2020-12-05,日立リヴァーレ,6,,芳賀舞波,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,日立リヴァーレ,7,L,齋藤加奈子,3,●,●,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,6,2,77.8,,,,,,,,
2020-12-05,日立リヴァーレ,10,,小池杏菜,1,nan,nan,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,日立リヴァーレ,13,,長内美和子,3,■,■,■,nan,nan,38,11,0,28.9,28.9,3.67,5,2,0,40.0,1,0.33,13,1,0,5,17.3,0,0,0,-,,,,,,,,
2020-12-05,日立リヴァーレ,14,,入澤まい,3,■,■,■,nan,nan,9,2,0,22.2,22.2,0.67,0,0,0,-,4,1.33,12,1,0,4,16.7,3,1,1,50.0,,,,,,,,
2020-12-05,日立リヴァーレ,17,,オクム大庭冬美ハウィ,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,日立リヴァーレ,18,,境紗里奈,2,nan,□,□,nan,nan,0,0,0,,,-,0,0,0,-,0,-,6,1,1,1,16.7,0,0,0,-,,,,,,,,
2020-12-05,日立リヴァーレ,19,,野中瑠衣,3,■,■,■,nan,nan,21,13,2,61.9,52.4,4.33,5,3,0,60.0,0,-,13,1,1,5,15.4,18,10,3,63.9,,,,,,,,
2020-12-05,日立リヴァーレ,21,,雑賀恵斗,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,日立リヴァーレ,チーム合計,チーム合計,チーム合計,3,nan,nan,nan,nan,nan,114,41,6,36.0,30.7,13.67,12,5,1,41.7,12,4.00,74,6,3,18,13.2,54,25,16,61.1,120,40,8,33.3,5,1.67,5.9,48.6
2020-12-05,トヨタ車体クインシーズ,1,,鴫原ひなた,3,■,■,■,nan,nan,26,9,1,34.6,30.8,3.00,1,0,0,0.0,0,-,8,1,0,3,21.9,20,4,10,45.0,,,,,,,,
2020-12-05,トヨタ車体クインシーズ,2,,稲葉早生,0,nan,nan,nan,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,0,0,0,-,,,,,,,,
2020-12-05,トヨタ車体クインシーズ,6,,村永奈央,2,□,nan,□,nan,nan,4,0,0,0.0,0.0,-,0,0,0,-,0,-,0,0,0,0,-,7,1,1,21.4,,,,,,,,
2020-12-05,トヨタ車体クインシーズ,7,,渡邊彩,3,■,■,■,nan,nan,12,3,0,25.0,25.0,1.00,0,0,0,-,1,0.33,7,0,0,1,3.6,0,0,0,-,,,,,,,,
2020-12-05,トヨタ車体クインシーズ,8,L,榊原美沙都,2,nan,〇,●,nan,nan,0,0,0,,,-,0,0,0,-,0,-,0,0,0,0,-,9,3,2,44.4,,,,,,,,
